Final Text,Sentiment
fair. good one recieved,1
super . good product but now price is high,1
decent product. worth of price,1
good. nice product.,1
mind blowing purchase. super super nice,1
awesome. the product is a bit costly. but it s not a regular shuttle. being new to this sport i didn t have a clear idea whether it ll last longer or not. i had to experiment and as of now i can assure you that it s the best quality you can get at this price point. go for it. the whole box will last you more than a month if you are a regular player.,1
worth every penny. nice and very durable,1
terrific. original product.i love it.,1
must buy . just ok,0
great product. fantastic,1
wonderful. good,0
classy product. some shttles are not good quality. doesn t look authentic as local markets shuttles are much better and durable.,0
terrific purchase. original product if you are intermediate then it is good for you,1
nice product. super it s good for playing,1
must buy . excellent original quality fast delivery even in this situation tq fkmlipcart,1
terrific. worth............,1
great product. good product,1
delightful. nice durable,1
pretty good. good quality,1
simply awesome. very gud shuttle,1
good quality product. in such pandemic time this product yonex mavis 350 is not easy to find in sports stores and they demand more than 200 for single piece so please buy this product i got it for 900 price and quality are good go for it,1
highly recommended. great product,1
excellent. thanks flipcart,1
mind blowing purchase. value for money,1
classy product. good qualty,1
must buy . just awesome,1
really nice. original product from yonex,1
decent product. good,1
does the job. nice quality brilliant good condition,1
worth the money. nice product,1
highly recommended. wow,1
good quality product. good delivery service and product also awesome,1
highly recommended. best,1
perfect product . very good product,1
awesome. only 4 shuttles are good.. two are waste of money..,0
terrific. yah not bad.... better for shuttle players who r in beginners not for extraordinary players...,0
excellent. checked code with yonex sunrise india...found the product to be genuine.... quick decent delivery service,1
worth the money. nice shuttles..... mavis 350 are very good shuttles. but little costly.... but no problem . can be better than mavis 10......worthy.,1
perfect product . good,1
must buy . the product is good and price worthy.,1
classy product. good professional product,1
hated it . super shuttle..,1
just wow . good quality like purchased in sports center,1
very good. jst awesome,1
highly recommended. supper,1
value for money. super product,1
simply awesome. nice product,1
wonderful. super and durable for our shots,1
nice product. good product,1
great product. soon broken,1
highly recommended. get in time.,0
delightful. fast delivery during corona pandemic is something unbelievable.,1
decent product. the product is too good,1
pretty good. very good,1
must buy . good and original yonex shuttle..,1
pretty good. nice product and fast delivery,1
terrific. nic,1
super . good ones,1
awesome. nice,1
terrific. best nylon shuttle for outdoor and indoor..,1
utterly disappointed. normal items not for quality,0
super . good product,1
just wow . perfect 3day usage of each one.worth purchase,1
awesome. very nice and durable,1
simply awesome. very worth it product and value for money,1
best in the market . the quality is too good,1
highly recommended. it s perfectly pure on quality,1
super . go for it,1
terrific purchase. nice pack... go for it... value for money... thnks flipkart..,1
value for money. fast delivery best quality,0
unsatisfactory. thank you flipkart for a quality product and standard delivery...,1
fair. quality doesn t missed anywhere,1
does the job. good product,1
brilliant. thisbis very good product but price is to much price will be 800,1
mind blowing purchase. classic chumma chiseled,1
excellent. quality good,1
fair. product was too bad and quality not good as expected.. earlier we bought same product and used each shuttle for a week.. this product not sure why it got damaged with in a day.. please check and do the needful asap,0
pretty good. quality of product is not good cork broken only within one hours.,0
good quality product. good,1
brilliant. very good,1
good choice. nice,1
fair. nice,1
great product. no shuttlecocks can compete this one in terms of flight durability exactness well balanced,1
classy product. very good product,1
decent product. firstly yonex is best company for badminton and this shuttle is better than yonex 250,1
terrific. very good product thank you flipkart,1
highly recommended. unbeatable,1
excellent. timed delivery. satisfying,1
must buy . this is very nice,1
highly recommended. if price would be around 850 then it s better,1
mind blowing purchase. not nice,0
nice product. satisfied,1
perfect product . ok fine,1
did not meet expectations. not so good in terms of durability,0
classy product. very good quality,1
mind blowing purchase. nice shuttles. played 9 games so far without baby damage to the shuttles. it will last another 8 9 games,1
awesome. nice product,1
mind blowing purchase. i am well satisfied.i am very greatful to flipkart.hope that in future order also you will deliver me the right goods.thanku,1
brilliant. its original product. you are not going to waste your money. feel free to buy .,1
just wow . super,1
excellent. best in see,1
nice. 2 shuttles missing,0
brilliant. nice products,1
really nice. quality excellent,1
good quality product. perfect,1
great product. nyc product,1
great product. nothing much to tellalways best product for badminton,0
best in the market . products are good quality,1
simply awesome. the quality of the shuttle wasn t upto the mark and also it started deteriorating after 3 4 matches only,0
worth every penny. awesome,1
highly recommended. org,1
just wow . nice,1
perfect product . i was so happy .it is very good product in yonex mavis 350 nylon shuttle.,1
horrible. cool,1
useless product. great,1
decent product. satisfied....,1
mind blowing purchase. good shuttle for defensive play better for intermediate playersbeginner is mavis 10 best,1
unsatisfactory. nice,1
good. although genuine product but durability is very less,1
delightful. nice product and durable,1
best in the market . nice product but delivery is very delay,1
simply awesome. genuine product,1
mind blowing purchase. it is a waste product and i suggest the people to not bay from flipkart,0
simply awesome. used products,0
simply awesome. durability is not good as expected. it usually last for 4 5days,0
terrific purchase. good and best product,1
classy product. worst experience with this purchase,0
terrific purchase. good,0
super . long lasting,1
wonderful. super...,1
simply awesome. supper,1
simply awesome. very nice product....,1
simply awesome. awesome,1
brilliant. good product but price is on higher side,1
pretty good. good one... on problem for 20 to 30 days..,1
nice product. nice quality,1
awesome. best durability little slow but similar flight as feather shuttle tournament grade.,1
must buy . as usual . awesome and best among all the shuttles brands.,1
delightful. supperb,1
does the job. excellent product,1
wonderful. nice,1
does the job. awsm,1
worth every penny. great quality,1
must buy . nice productsafe delivery,1
fair. very good,1
highly recommended. ok,0
delightful. nice one,1
mind blowing purchase. this quality good,0
simply awesome. original product i got happy with delivery,1
worth every penny. so good service also nice,1
mind blowing purchase. generally it s base broke in some of the shuttle,0
does the job. original shuttle. great experience,1
super . some of the items not good quality,0
wonderful. very good,1
worthless. good one,1
delightful. nice,1
wonderful. very fine,1
worth the money. excellent,1
simply awesome. original product.. very good quality,1
very good. the shuttle are good.... if u play normally it can last for more than week.... but since i mostly smash and have usually serious play.... so lasting for 3 4 days........... would say go for it,0
best in the market . nice service and very fast delivery and appropriate item not like other on line stores,1
great product. good,1
terrific. inside the shuttle was of local brand and was abysmal in quality.,0
terrific. must buy,1
highly recommended. thanks nice,1
highly recommended. best shuttlecock for playing indoor as well as you can use for outdoor gaming.,1
really nice. it is good product,1
pretty good. best quality,1
mind blowing purchase. great deal,1
wonderful. got the genuine yonex product,1
fabulous . good quality as expected.,1
wonderful. nice product advance delivery,1
terrific. super,1
worth every penny. good quality,1
mind blowing purchase. super shuttle......very strong and slow,1
excellent. loved,1
great product. grt . butprice is increasing day by day .,1
classy product. excellent product worth for money,1
great product. go for it. very good quality.,1
great product. good quality,1
terrific purchase. good quality,1
terrific purchase. good.... bt the price was somewhat more than that of market price,1
really nice. nice,1
great product. very good,1
nice. nice one,1
worthless. super product.. plastic seal broken,1
terrific. good quality product but price has been increased a little bit,1
best in the market . great quality,1
worth every penny. yonex 350 coack is very good for badminton,1
super . mavis 350 good product,1
bad quality. a lil bit costly but durable,1
mind blowing purchase. 2 shuttles are damaged otherwise it s okay...,0
value for money. power,0
brilliant. best for shuttle,1
classy product. avarage,1
pretty good. best product..,1
best in the market . nice one,1
best in the market . superbbbbb,1
just okay. good,1
value for money. soo bad,0
fabulous . original and awesome,1
best in the market . nice product,1
awesome. very best..best quality...,1
fabulous . good quality,1
excellent. it is very good quality but the rate is little higher.,1
don t waste your money. not durable,0
perfect product . nice product,1
simply awesome. too much cost,1
mind blowing purchase. good product best quality,1
good. always best.,1
pretty good. good quality shuttles for indoor play. go for it.,1
perfect product . it s good must buy it .....,1
pretty good. product is very nice,1
worth every penny. must buy,1
terrible product. shuttles box was crushed.. very bad,0
terrific. good product love it.,1
terrific purchase. good one..,1
just okay. super quality,1
classy product. all good but price should be lower,1
good quality product. very nice,1
wonderful. very nice shuttle and good balancing shuttle,1
mind blowing purchase. best product for beginners playing outside.,1
very good. genuine,1
classy product. very slow worst,0
good. good,1
terrific purchase. very good product,1
terrific. products was good but the cap wasn t good and it s not a long lasting shuttle,0
classy product. fire,1
worthless. super fast delivery un expected,1
fabulous . super,1
just okay. excellent to play..,1
highly recommended. ultimate shuttle,1
fair. super,1
faulty shuttle in book is it genuine product . it s a genuine and good product,1
pretty good. nice one,0
value for money. good product nd good pack thank flipkart,1
super . super product,1
terrific purchase. very less durable... each piece gone in three days,1
classy product. very bad product all the corcks are ccracked one s,0
must buy . original shuttle very nice,1
super . nice,0
super . good quality,1
highly recommended. quality is very poooooor,0
must buy . overall good product. however out of 6 found one shuttle is not up to the mark and is revolving like a bullet. a waste of money. not sure if the vendor is selling genuine products at all.,0
worthless. nice but 77 gm very nice,1
terrific. very super product,1
awesome. very nice.. 10 10 marks for quality and durability..,1
excellent. goood,1
worth the money. nice shuttle,1
good quality product. best and most consistent shuttle cork for regular players. original product delivered. this shuttle is used in most of the junior tournaments across the world.,1
don t waste your money. genuine purchase,1
value for money. the shuttles green are very fast. not enjoying the game just little push or lift shuttles going out.,0
mind blowing purchase. absolutely original,1
fabulous . very,1
just wow . genuine product,1
just wow . good quality original.,1
simply awesome. really good quality shuttles...,1
don t waste your money. good,1
not good. supeb,1
super . very bad product,0
decent product. good product,1
brilliant. outstanding,1
not good. very good quality,1
horrible. indies best plastic shuttle every player like it in lockdown price very high,1
mind blowing purchase. don t buy it they are putting adrenex shuttles inside and there is no return policy,0
terrific purchase. base of the shuttle is not good it was damaged.,0
delightful. super,1
nice. 2of 6 are just damaged,0
mind blowing purchase. nce,1
bad quality. excellent product,1
very good. worst experience,0
does the job. quality is not good,0
waste of money . am happy after use...but give same discount,1
worth every penny. average quality product,0
don t waste your money. good shuttle,1
really nice. 100 original product thanks,1
just wow . this time around the quality is so low that 3 of the 6 pack didn t last an hour. probably 2nd quality... nobody pays market price for 2nd quality,1
classy product. service is good ...but so late,0
terrible product. good pr,1
simply awesome. quality much difference when we buy in shop and in flipkart,0
awesome. product quality is very good but price is a bit high.,1
must buy . it s overall good but there is some small holes in cork which may be caused by some insects,0
awesome. waste product. don t buy this product. every cork was not properly fixed.,0
just wow . good original shuttle,1
mind blowing purchase. good its ok,0
worth every penny. good quality,1
terrific. fantastic original with yonex hologram package fantastic,1
very good. too costly not original shuttle rotating badly,0
horrible. original,1
not recommended at all. nice shuttle,1
value for money. good one.got it on time.thanks flipkart,1
worth every penny. it is nice,1
highly recommended. product is good but price is......,1
wonderful. excellent condition of shuttlecocks. timely delivery of a genuine product. quality is assured in flipcart.,1
fair. durable.,1
very good quality shuttles. good product,1
not good. worst . recieved damaged product. waste of money.,0
classy product. not suitable for indoor badminton or standard players. i hated it.. iam not interest to buy this product again,0
perfect product . good product but doubt in original,1
best in the market . good product,1
classy product. received a genuine yonex mavis 350 verified the scratch code,1
best in the market . here it is the perfect shuttle,1
good quality product. looks good but durability is worst,0
waste of money . all the shuttles in the box are quite good and long lasting.,1
expected a better product. i checked each piece got the originals. thank you seller.,1
good quality product. got defected pieces,0
just okay. ok,1
very good. good one,1
great product. nice product,1
wonderful. good but costly,1
good quality product. not good one don t bay,0
nice product. good as always but getting expensive on every purchase .,1
fabulous . i have received package with good condition but 3shuttles is not good,0
perfect product . flipkart assured is really good.,1
value for money. average rating,0
fabulous . gud quality,1
just wow . wonderful shuttles. we can play in indoor and outdoor also.,1
worth the money. good qualyti,1
best in the market . to much costly,1
just wow . cheaf quality..,1
nice product. superb,1
good choice. good prdt got at 793,1
good quality product. as expected,1
just wow . i used to order it many times but this time the quality is not good..,1
wonderful. rate is very high,1
moderate. a very nice product. everybody can buy.,1
nice product. superb,1
wonderful. it was good for the game..,1
terrific purchase. not good,0
utterly disappointed. good,1
fabulous . good product genuine 100,1
best in the market . loose,0
highly recommended. nice,1
classy product. the shuttle is really good i and my friends are playing by hitting it very hard smashes everyday so the shuttle life for me is 3 to 4 weeks. buy it.,1
best in the market . product quality was nice but delivery delay was absolutely disgusting,1
nice product. nice flipkart,1
awesome. totally waste of money. poor quality shuttle. very slow moving. we can t even play single game with one shuttle,0
perfect product . best product...,1
awesome. same as store,1
classy product. worth the money good quality,1
awesome. durability is super,1
useless product. good original speed and quality,1
just okay. very good quality reasonable price and fast delivery.,1
super . liked it very much,1
unsatisfactory. super but rate is very high,1
bad quality. nice product.,1
simply awesome. good and sooper.,1
worth every penny. great product,1
just wow . nice product.,1
classy product. bad quality,0
mind blowing purchase. worth of money.. we are always flipkart family...thank u,1
good quality product. not bad,0
nice product. ok,1
brilliant. original quality. one shuttle last for atleast 9 sets if you are of an intermediate level.,1
brilliant. very bad qualityshuttle life is very bad,0
brilliant. bad quality,0
wonderful. best for beginners,1
terrific purchase. i ve been delivered with original and sealed they are awesome,1
just wow . one out of six is so speed. others are very suit to indoor.,1
must buy . very good quality,1
perfect product . poor quality,1
brilliant. good qwality,1
perfect product . good quality genuine product from yonex,1
excellent. it is very good it has came with excellent packaging,1
could be way better. very good,1
must buy . nice product but slow delivered,1
absolute rubbish . great shuttle for practice...... lasting for 5 to 6 sets heavy play,1
excellent. good,1
worth every penny. good one,1
fabulous . original shuttle.. timely delivery,1
terrific. superb,1
could be way better. best king of king shuttlecock,1
worth every penny. bad quality. suggested to low level players,0
fabulous . products delivered are good and within the time.thank you flipcart,1
highly recommended. i felt it authentic,1
highly recommended. brand remain same. but awesome delivery schedule,1
best in the market . poor quality shuttle head comes out easily.hopeless product very disappointing,0
terrific purchase. amazing genuine product at best price...go ahead without any further thought.,1
delightful. nice product nd nce delivery,1
just okay. nyc,1
absolute rubbish . while playing going like a rocket speed to out of the ground... speed of the cork is too high....,0
fabulous . 200 is almost same.,1
worthless. good,1
highly recommended. good quality value for money,1
just okay. super,1
good choice. good,1
wonderful. super,1
useless product. shuttles are not in good condition. even after one game shuttle start to wobble and it doesn t feel like mavis 350. feels like a cheap knockoff of the yonex,0
terrific. quality was very bad thos time .shuttle became useless with in an hour.very bad all shuttles separated. never expected from flipkart,0
useless product. excellent quality shuttle,1
nice product. good,0
great product. product packing was good,1
highly recommended. some shuttle having unbalanced flightrest good,1
really nice. shuttles are good but easily gets worn out after 5 games.,1
excellent. good,1
simply awesome. good and original ones....can understand the higher price due to the current demand. but the price is still less compared to retail outlets in the city,1
worth every penny. worst shuttles.. started wobbling in first game itself.. do not buy,0
perfect product . awesome,1
perfect product . amazing product fully satisfied i love you flipkart marry me,1
terrific purchase. slow shuttle old material only for kids,0
nice product. good shuttle for outdoor long lasting,1
not recommended at all. very good,1
excellent. super quality,1
mind blowing purchase. nice,1
wonderful. superb fresh article.,1
worth every penny. really good product. yes really 350 nylon shuttle,1
nice product. it s original one,1
excellent. fast delivery thankq..,1
highly recommended. received good quality product,1
value for money. nice,1
value for money. not good,0
expected a better product. nice,1
fabulous . good quality,1
classy product. good product,1
worst experience ever . great experience with this product worthy,1
highly recommended. good product,1
perfect product . very nice it withstands so long compared to mavis 10 or mavis 200i. anyone can choose this one for long durability.,1
perfect product . good..,1
awesome. all the shuttle were defective,0
awesome. delivery boy good work,1
super . original for sure,1
awesome. its not good quality,0
wonderful. good shuttle,1
utterly disappointed. excellent,1
best in the market . good packing and quick delivery from flipkart. drawbacks are price is high.,1
awesome. original mavis 350 shuttle with nice packing and quick delivery.,1
highly recommended. nice ... completely genuine,1
terrific purchase. superb quality. super fast delivery,1
excellent. prompt delivery. product is good.,1
worthless. nice product,1
perfect product . good qlty,1
best in the market . bad shuttle and bad quality....it is for kids only,0
great product. good one reached in time,1
wonderful. thank you for timely delivered. item was in good conditions.,1
really nice. i like this seller he given best price,1
just wow . good and fast service,1
nice. excellent product,1
worth every penny. vry nice product... lov it,1
perfect product . so bad,0
moderate. good,1
terrific. super 360 is great,1
waste of money . good,1
simply awesome. shuttles are very slow,0
terrific purchase. very nice and durable shuttle i have come across,1
delightful. good one,1
nice product. the product is original and packing was good. but yonex shuttle have become expensive,1
not good. worst product i received...damaged in one game and received horrible one,0
perfect product . nice but slow,1
delightful. its value for money and most importantly it s original,1
super . awwssmm,1
nice. very bad quality.it is not look like as branded,0
worth the money. good,1
good. good quality of shuttles and quick delivery by flipkart delivery boy.,1
awesome. good quality,1
unsatisfactory. bad quality product,0
must buy . this is the second box i have received they are not long lasting if you are getting this in 900 rs range.just check the mfg date before purchasing.not sure about the quality.durability of the original ones are better than what i have received.,1
good choice. local brand shuttle got damaged in two days all 6 pieces,0
fabulous . bad quality,1
unsatisfactory. good product,1
wonderful. delivered in time. good packing.,1
value for money. very fast explosion,0
just okay. amazing product by flipkart,1
simply awesome. few shuttles have stain in shuttle head..,1
delightful. supwr,1
fabulous . nice shuttle,0
unsatisfactory. super,1
wonderful. excellent performance,1
simply awesome. low quality...,0
delightful. good mavis 350,1
good choice. average,0
super . simply super,1
classy product. good,1
nice. good products original shuttle,1
wonderful. worst,0
brilliant. its the original produt im getting at good prices compared to offline stores,1
highly recommended. superb,1
super . ok,1
does the job. good,1
fabulous . best shuttle for outdoor badminton,0
worth every penny. good,1
just wow . recieved original product...,1
great product. nice product,1
terrific. deliever fast.,1
did not meet expectations. go and buy from nearest store it is good but are breaking quickly with bad flight pattern,0
must buy . it s good,1
expected a better product. excellent products,1
terrific. this product is very attractive and amazing,1
does the job. nice one,1
best in the market . it s amazing,1
delightful. shuttle is very slow compared to white mavis 350,0
very good. very good,1
delightful. ok,1
just wow . best shuttlecock at best price,1
classy product. ok,0
slightly disappointed. original product . we want many more so please maintain the quality,1
just wow . gd.product,1
terrific. nice work,1
simply awesome. very good,1
nice product. nice,1
useless product. product was delivered in good condition,1
wonderful. not good,0
awesome. awesome product,1
highly recommended. genuine,1
horrible. assume,1
classy product. great,1
fabulous . very nice,1
brilliant. thanks flipkart,1
classy product. see the quality is good but the price has become too high so i gave 1 star,0
awesome. ok,1
very good. super product,1
brilliant. happy,1
brilliant. 4 damage piece,0
awesome. not get right box,1
simply awesome. good,1
fabulous . quality is perfect as mentioned,1
fabulous . it s a original product,1
does the job. good,1
really nice. superb,1
just okay. very good product.,1
nice product. best quality,1
good. nice shuttles...,1
terrific purchase. good product,1
excellent. really good. thanks,1
useless product. good fresh shuttle,1
good choice. price is toooo high,0
wonderful. it s good,1
fabulous . didn t last as expected. the cork was of not good quality and came out from the nylon feather.,0
worth every penny. very good product,1
pretty good. very durble shuttle...,1
great product. better to buy from a reliable sports shop .,0
worth the money. super,1
super . i love the shuttles... it was really good and durable...,1
best in the market . it s been very good,0
best in the market . good,1
super . very nice plz maintain 899 price thankyou,1
classy product. very good item are received happy for that,1
could be way better. thanks,1
excellent. good quality,1
hated it . best shuttle under 900,1
worthless. very nice,1
really nice. shuttle quality is good but packing is not good,1
mind blowing purchase. very good,1
classy product. very bad,1
excellent. happy,1
just okay. thanks for quick deliveryoriginal product,1
utterly disappointed. good purchase. genuine product. fast delivery. thank you,1
expected a better product. not durable broken easily and not cost effective,0
mind blowing purchase. not durable 1 shuttle lost every 8 matches.edge gets cut. base is also cutting,0
great product. the quality of the shettle were not good as excepted,0
nice product. genuine product,1
delightful. good and original product,1
does the job. long lasting,1
very poor. delivered on time and delivery executive is so pro active. he delivered to security when he sensed am in the meeting .. thanks to such guys,1
just wow . box damaged,0
not recommended at all. don t buy the product is very bad got bent after few days of using it,0
decent product. bed,0
great product. excellent product must buyvalue for money long lasting,1
worth the money. good products and i played with iti prefer to buy this only,1
delightful. useful,1
perfect product . nice,1
just wow . awesome,1
super . good,0
perfect product . totally disappointed local plasticplease don t buy,0
brilliant. nice original product,1
delightful. product was not good,0
terrific purchase. quality not good,0
good choice. super,1
nice. gd,1
mind blowing purchase. good may god bless you my child,1
classy product. its really good,1
slightly disappointed. super.mavis.350.thankyou.flipcart,1
not good. nice products,1
worth every penny. nice comfortable for playing compare to 200i this is the best,1
simply awesome. long lasting good quality,1
best in the market . poor quality..,0
unsatisfactory. good product,1
best in the market . absolutely genuine shuttles. they last very long and are strong. i loved it... very worthy for your money.,1
good choice. nicely sealed box and looks genuine,1
worth every penny. not as real mevis 350,0
classy product. low quality product one shuttle starts tearing up after 7 8 games.,0
great product. good,0
terrific. ok,1
brilliant. nice n original product,1
good quality product. super go for it,1
terrific. awesome,1
fabulous . worast quality..very bad,0
great product. quality product. value for money,1
terrific purchase. gud one..thxx flipkart,1
terrific. good performance,1
best in the market . best,1
wonderful. very good,1
wonderful. best shuttle,1
worth every penny. very nice,1
really nice. good shuttle,1
could be way better. ok original product...,1
very good. worth to money,1
does the job. as usual,1
just wow . perfect quality,1
great product. thanks seller i got replace orignal product as required.,1
good quality product. best product,1
could be way better. good quality..durability is also more..,1
awesome. liked it,1
good choice. shuttle is very slow,0
good. it is worth the money we spend to buy it .....good quality,1
brilliant. good product,1
wonderful. expensive,0
unsatisfactory. i love it,1
excellent. price is too high and low durability got damaged after 1 day,0
wonderful. nice product very good for playing and it can survive up to 3 days in normal playing condition.,1
could be way better. low quality product send . the shatels are broken when i played 2 games only,1
simply awesome. not as expected but ok.,0
decent product. brilliant,1
worth every penny. awesome product delivery is superb,1
not good. even it s green cap the shuttles are toooooooo slow,0
fair. good quality,1
fabulous . quality concern very poor poor quality i ll not recommend to buy,0
slightly disappointed. nice,1
fair. as expected it is mavis 350. i liked this one,1
wonderful. thank you so much,1
highly recommended. it s good but it s not durable yonex mavis 10 is an all rounder at the price of 1 yonex mavis 350 v get 2yonex mavis 10 plus is durable too it all has some disadvantages but it won t matter if u have not played with 350yet if and only if the prise of 350 gets low will suggest it it not value for money at the moment,0
expected a better product. average praduct,1
decent product. some of the shuttles are very fast no drift at all worst purchase,0
very good. good,1
horrible. i was really surprised with the speed of delivery...got the product in less than 12 hours...full 5 stars,1
great product. average,0
delightful. super... thanks flipkart,1
waste of money . cork is not worthy. quality is too poor.,0
value for money. not bad,0
good. original ptoduct.i m happy with that.ty flipcart.today i have just received the item and it seems superb.after playing with the shuttle i will post more review whether it is genuine or not.,1
perfect product . good job. reached my purchase. 3 before the delivery date. keep it up,0
nice product. shuttle are have very speed,0
unsatisfactory. good,1
super . damage product given,0
utterly disappointed. good quality,1
must buy . price to high,0
nice product. not bad,0
pretty good. good shuttle,1
brilliant. good quality product,1
good quality product. item was not upto the markshuttle demaged only in 2 days i think stock was not new manufactured 2 or 3 yearsback,0
super . smart buy at only 809..,1
does the job. this is not mavis350 slow.. the feathers are rough.. and shettle flies outside the court easily. can t play the proper game..,0
highly recommended. thank you flipkart for arranging the replacement. i am upgrading the stars. but please ensure that such incidents doesn t happen again.,1
excellent. go fast product not gud rate too high iam not satisfied,0
mind blowing purchase. always better this shuttle,1
waste of money . it s a good shuttle for outdoor.we are always playing with mavis 350great shuttle but white is better than green,1
good quality product. genuine yonex shuttle. verified the code on sunrise website.,1
worth every penny. super quality and good durability,1
horrible. excellent,1
waste of money . itna kash nai. but nimit okay,0
wonderful. very good and thanks,1
not good. it is good,1
value for money. excellent,1
really nice. the shuttle speed was lower than anticipates as compared to the normal ones brought from the store. complete waste of money.,0
good quality product. perfect,1
moderate. very good quality,1
highly recommended. damaged products..,0
excellent. poor quality don t buy this,0
just wow . nice product and timely delivery.,1
terrific. damaged very quickly.played hardly for 02 matches per shuttle.,0
simply awesome. this product is good,1
fabulous . orginal product,1
don t waste your money. value for money,1
value for money. go for it...,1
must buy . not good,0
terrific.,1
slightly disappointed. favorite for ever,1
moderate. good and durable for smashing,1
terrific purchase. awesome product,1
good choice. waste of money,0
wonderful. nyc products,1
terrific. price to high,1
terrific. good product,1
brilliant. ok,0
best in the market . best quality,1
wonderful. its tooo bad quality .its just running 2 to 3 days only,0
good choice. yar suttle is very good but the price is to high for normal student,1
utterly disappointed. not up to the mark,1
simply awesome. very good excellent,1
simply awesome. ok,1
very good. mmm....ok,1
worthless. it s a very good product,1
just okay. got genuine product. even the import stamp says december 2020. even when there s a shortage of these shuttles import.,1
wonderful. good quality delivered within 72h,1
brilliant. nice n genuine product,1
mind blowing purchase. nyc product,1
super . good compared with other shuttle,1
super . waste for money,0
delightful. excellent flight and carry. good for practice.,1
utterly disappointed. good morning,1
perfect product . not good product.... old product.... faced lots of problemsnot expected such type of problems,0
super . one shuttle was not good,0
awesome. very good quality product,1
really nice. good quality,1
mind blowing purchase. no problem its looking like good,1
highly recommended. gud product all shuttles are brand new,1
worthless. great,1
great product. as expected product.,1
not good. definitely a original product as we got fooled by our locals,1
excellent. one of them is broken.,0
does the job. good but very costly,1
wonderful. 100 original,1
terrific. good,1
worst experience ever . always best as usual,1
perfect product . very nice,1
terrific. bad product. i got two days durability,0
decent product. perfect shuttle for beginners and intermediate players.,1
brilliant. stick only 2days shuttle.,0
don t waste your money. slow in speed but very nice,1
terrific purchase. it was ok..but little bit slow,0
wonderful. good quality,1
worth the money. always awesome product,1
classy product. awesome product,1
good quality product. not durable,0
perfect product . great value for money.,1
wonderful. very nice product superrrrrrr,1
terrible product. not bad,0
excellent. quality good..,1
mind blowing purchase. very old product very bad quality broken just in one match the one i bought from market was good but brought from flipkart is very bad.never ever buy these shuttle from flipkart.,0
good quality product. osama,1
worth every penny. wow . super super super,1
worth every penny. delivered on time...value for money....go 4 it.,1
best in the market . spr,1
awesome. supreme,1
perfect product . each one 150 costly game,1
wonderful. damaged item,0
slightly disappointed. good,1
good. very good item,1
worth every penny. good quality,1
utterly disappointed. good....no choice,1
must buy . good one orginal product.,1
good choice. wonderful,1
utterly disappointed. it s very good quality product...,1
bad quality. great,1
worthless. super,1
waste of money . the quality of this shuttlecock is not good. after 5 to 6 games the skirt damage and it become unbalanced and unplayable.,0
perfect product . k better,0
brilliant. very good shuttles...,1
delightful. item is note same quality,0
terrific purchase. good as expected.,1
terrific purchase. bad...products..,0
not recommended at all. the shuttles failed miserably...one miss hit to the shuttle skirt and it broke from bottom core,0
terrific purchase. very bad,0
simply awesome. in some one there is a small small hole in shuttle,0
excellent. not good,0
wonderful. accepted,1
worth every penny. very good....,1
good choice. not nice,0
just okay. original good quality,1
very good. good product,1
wonderful. atom is missing,0
really nice. nothing is better than this....,1
very good. quality is going down day by day,1
terrific. loved it,1
not recommended at all. great,1
really nice. very costly,0
horrible. very nice product,1
very good. original product. got it fully packed with yonex hologram. the quality of the product is relly nice.,1
wonderful. good. but a bit costly this year.,1
must buy . awesome,1
simply awesome. great purchase,1
did not meet expectations. in this roll only 5 games it will tear all the way pls provided original quality.,0
worth the money. best product,1
brilliant. bad,0
best in the market . nice shuttle and base is too good,1
good. excellent shuttle for outdoor play.,1
perfect product . fine quality,1
classy product. very poor quality.,0
terrific. genuine product received,1
useless product. according to the price quality is good,1
super . original quick deliver. satisfactory buy,1
bad quality. good product,1
useless product. good,0
worth every penny. super,1
good. really good durability is good compared to buy in amazon. really i don t know what is the difference.but good.. thank you flipkart,1
mind blowing purchase. quality not good,0
wonderful. very nice product,1
good quality product. the delivery was quick and absolutely the packing was nice and quality was excellent.,1
just wow . quality very poor duplicate product,0
wonderful. gud product,1
good quality product. not bad but . there s holes in the wooden part it course fast damag.. wooden part damaged so fast,0
super . 3 out of six shuttles are not good,0
mind blowing purchase. worrest product,0
just wow . once upon a time these were unbreakable for about a month s usage. but these new one last for about 1 2 weeks tops with moderate to heavy use. p.s. talking about 1 shuttlecock not the whole pack.,0
mind blowing purchase. superb product,1
best in the market . the best for badminton preparation,1
good. good,1
simply awesome. overall good.,1
could be way better. good,1
good choice. just good,1
don t waste your money. nice,1
delightful. nice,1
classy product. awesome,1
moderate. best quality original awesome,1
mind blowing purchase. i felt 2 3 total 6 shuttles are not genuine .,0
must buy . nice product and it s original,1
does the job. seems like the shuttles were in store from quite long time. cork became so hard that 3 6 shuttles survived only 1 2 games only. totally dissatisfied.,0
terrific. worst shuttles received pls check once you received whether those are new stock or old.,0
slightly disappointed. good product on time delivery,1
good quality product. nice product,1
horrible. poor quality of shuttle,0
don t waste your money. good quality. 1 shuttle last upto 3 4 days as we play for 1.5 2 hours daily.,1
fabulous . super quality,1
highly recommended. my mom liked it very much,1
best in the market . out of 6 ..4 corks are good,0
terrific. perfect,1
expected a better product. quality is not good,0
delightful. good for outdoor game,1
super . this product is good but return and replacement policy is bad,0
fabulous . speed is fast. so waste my cash,0
unsatisfactory. nice one and on time delivery happy,1
hated it . nice,1
